Station Name (LEA),State,Records
AUSTIN COMM COLLEGE POLICE HI_ED,TX,3
AUSTIN COUNTY SHERIFF DEPT,TX,36
AUSTIN POLICE DEPT,TX,775
AZLE POLICE DEPT,TX,45
BAILEY COUNTY SHERIFF DEPT,TX,2
BAIRD CITY MARSHAL DEPT,TX,3
BARTONVILLE POLICE DEPARTMENT,TX,6
BASTROP COUNTY SHERIFFS OFFICE,TX,97
BASTROP POLICE DEPT,TX,10
BAYLOR COUNTY SHERIFF DEPT,TX,1
BEAUMONT POLICE DEPT,TX,28
BEAUMONT SCHOOL DIST POLICE K-12,TX,20
BEDFORD POLICE DEPT,TX,4
BEE COUNTY SHERIFF DEPT,TX,7
BELL COUNTY SHERIFF DEPT,TX,59
BELLMEAD POLICE DEPARTMENT,TX,3
BELTON POLICE DEPT,TX,6
BENBROOK POLICE DEPT,TX,1
BEXAR COUNTY CONSTABLE  PRECINCT 3,TX,12
BEXAR COUNTY CONSTABLE PRECINCT 2,TX,2
BEXAR COUNTY CONSTABLE PRECINCT 4,TX,4
BOERNE POLICE DEPT,TX,1
BORDEN COUNTY SHERIFF DEPT,TX,1
BOSQUE COUNTY SHERIFF DEPT,TX,8
BOWIE COUNTY  SHERIFF DEPT,TX,7
BOWIE POLICE DEPT,TX,4
BRAZORIA COUNTY SHERIFF  OFFICE,TX,20
BRAZOS COUNTY SHERIFFS OFFICE,TX,58
BRECKENRIDGE POLICE DEPT,TX,14
BRENHAM POLICE DEPT,TX,1
BREWSTER COUNTY SHERIFF DEPT,TX,1
BRIDGEPORT POLICE DEPT,TX,17
BRISCOE COUNTY SHERIFF DEPT,TX,7
BROWNSVILLE POLICE DEPT,TX,3
BUDA POLICE DEPT,TX,19
BURKBURNETT POLICE DEPT,TX,109
CALDWELL COUNTY SHERIFF DEPT,TX,10
CAMERON COUNTY SHERIFF DEPT,TX,2
CAMERON CTY CONSTABLE PRECINCT 3,TX,5
CAMERON CTY CONSTABLE PRECINCT 4,TX,7
CAMERON POLICE DEPARTMENT,TX,12
CANEY CITY POLICE DEPT,TX,14
CANTON POLICE DEPT,TX,7
CARROLLTON POLICE DEPARTMENT,TX,2
CASS COUNTY SHERIFF DEPT,TX,20
CEDAR PARK POLICE DEPT,TX,4
CENTER POLICE DEPT,TX,45
CHILDRESS COUNTY  SHERIFF DEPT,TX,5
CISCO POLICE DEPT,TX,43
CLARKSVILLE POLICE DEPT,TX,2
CLEAR LAKE SHORES POLICE DEPT,TX,3
"COLLIN CO CONSTABLES OFFICE, PCT 4",TX,1
COLORADO COUNTY SHERIFF OFFICE,TX,8
COMAL CO CONSTABLE PCT 3,TX,3
COMAL COUNTY SHERIFF OFFICE,TX,140
COMANCHE COUNTY SHERIFF DEPT,TX,10
COMBINED GOV D SC TASK FORCE,TX,1
COMMERCE POLICE DEPT,TX,14
COPPERAS COVE POLICE DEPT,TX,1
CRANE COUNTY SHERIFF DEPT,TX,4
CRAWFORD POLICE DEPT,TX,7
CUERO POLICE DEPT,TX,6
CUT AND SHOOT POLICE DEPT,TX,7
DALLAM COUNTY SHERIFF DEPT,TX,1
DALLAS COUNTY SHERIFF DEPT,TX,125
DALWORTHINGTON GARDENS POLICE,TX,30
DEL RIO POLICE DEPT,TX,60
DELEON POLICE DEPT,TX,3
DELTA COUNTY SHERIFF DEPT,TX,19
DENTON CONSTABLE PRECINCT 2,TX,17
DENTON COUNTY SHERIFF DEPT,TX,38
DENTON POLICE DEPT,TX,1
DESOTO POLICE DEPT,TX,26
DEWITT COUNTY SHERIFF DEPT,TX,12
DICKENS COUNTY SHERIFF DEPT,TX,1
DONNA POLICE DEPT,TX,3
DPS AIRCRAFT,TX,18
DPS SWAT/RANGERS,TX,72
DPS THP,TX,4
DUNCANVILLE POLICE DEPT,TX,59
EAGLE LAKE POLICE DEPT,TX,38
EARLY CITY POLICE DEPT,TX,5
EAST MOUNTAIN POLICE DEPT,TX,26
EASTLAND POLICE DEPT,TX,28
ECTOR COUNTY ENV ENFORCEMENT,TX,7
ECTOR COUNTY SHERIFF DEPT,TX,19
ECTOR CTY SCHOOL DIST POLICE K-12,TX,5
EDCOUCH POLICE DEPT,TX,5
EDGEWOOD POLICE DEPT,TX,40
EDINBURG POLICE DEPT,TX,109
EDINBURG SCHOOL DIST POLICE K-12,TX,25
EL PASO COUNTY SHERIFF DEPT,TX,134
EL PASO INDEPENDENT DIST PD K-12,TX,10
EL PASO POLICE DEPT,TX,31
ELGIN POLICE DEPT,TX,97
ELLIS COUNTY SHERIFF DEPT,TX,17
ELSA POLICE DEPT,TX,33
EMORY POLICE DEPARTMENT,TX,1
ENCINAL POLICE DEPT,TX,5
ENNIS POLICE DEPT,TX,10
ERATH COUNTY SHERIFF DEPT,TX,1
EVERMAN POLICE DEPT,TX,3
FANNIN COUNTY SHERIFF DEPT,TX,4
FARMERS BRANCH POLICE DEPT,TX,3
FAYETTE COUNTY SHERIFF DEPT,TX,27
FLOWER MOUND POLICE DEPT,TX,2
FLOYD COUNTY SHERIFF DEPT,TX,4
FOARD COUNTY  SHERIFF DEPT,TX,3
FORT BEND COUNTY SHERIFFS OFFICE,TX,46
FORT STOCKTON POLICE DEPT,TX,136
FRANKLIN COUNTY SHERIFF DEPT,TX,10
FREDERICKSBURG POLICE DEPT,TX,75
FREER POLICE DEPARTMENT,TX,8
FREESTONE COUNTY SHERIFF DEPT,TX,61
FRIENDSWOOD POLICE DEPT,TX,8
FRISCO POLICE DEPARTMENT,TX,28
GAINESVILLE POLICE DEPARTMENT,TX,1
GALENA PARK POLICE DEPT,TX,15
GALVESTON POLICE DEPT,TX,76
GARRETT POLICE DEPARTMENT,TX,1
GARZA COUNTY SHERIFF  DEPT,TX,3
GEORGETOWN POLICE DEPT,TX,1
GIDDINGS POLICE DEPT,TX,14
GILLESPIE COUNTY SHERIFF DEPT,TX,4
GLENN HEIGHTS POLICE DEPT,TX,1
GODLEY POLICE DEPT,TX,5
GONZALES COUNTY SHERIFF DEPT,TX,18
GORMAN POLICE DEPT,TX,7
GRAHAM POLICE DEPT,TX,3
GRANBURY POLICE DEPT,TX,7
GRAND PRAIRIE POLICE DEPT,TX,9
GRAND SALINE POLICE DEPT,TX,19
GRANDVIEW POLICE DEPARTMENT,TX,11
GRAY COUNTY SHERIFF DEPT,TX,3
GRAYSON CO CONSTABLE PCT 4,TX,2
GREATER ELLIS TASK FORCE,TX,10
GREENVILLE POLICE DEPT,TX,24
GREGORY POLICE DEPARTMENT,TX,4
GUN BARREL CITY POLICE DEPT,TX,39
HALE COUNTY SHERIFF DEPT,TX,7
HALL COUNTY SHERIFF DEPT,TX,10
HALLSVILLE POLICE DEPT,TX,1
HANSFORD COUNTY SHERIFF DEPT,TX,6
HARKER HEIGHTS POLICE DEPT,TX,2
HARLINGEN POLICE DEPT,TX,4
HARRIS COUNTY CONSTABLE PRECINCT 4,TX,4
HARRIS COUNTY CONSTABLE PRECINCT 7,TX,10
HARRIS COUNTY PCT 1 CONSTABLE,TX,1
HARRIS COUNTY SHERRIF DEPT,TX,119
HARRIS CTY CONSTABLES OFFICE PCT 2,TX,1
HARTLEY COUNTY SHERIFF DEPT,TX,2
HAYS COUNTY CONSTABLE PCT 4,TX,26
HAYS COUNTY SHERIFF OFFICE,TX,86
HEWITT POLICE DEPT,TX,3
HICO CITY MARSHALS OFFICE,TX,7
HIDALGO COUNTY CONSTABLE PRECINCT 1,TX,14
HIDALGO COUNTY CRIMINAL DA,TX,9
HIDALGO COUNTY SHERIFF OFFICE,TX,328
HILL COUNTY SHERIFF DEPT,TX,11
HILLSBORO POLICE DEPT,TX,22
HONDO POLICE DEPT,TX,6
HONEY GROVE POLICE DEPT,TX,3
HOOD COUNTY SHERIFF DEPT,TX,20
HOPKINS COUNTY SHERIFF DEPT,TX,2
HORSESHOE BAY POLICE DEPT,TX,6
HOUSTON POLICE DEPT,TX,574
HUNT COUNTY SHERIFF DEPT,TX,24
HUTTO POLICE DEPARTMENT,TX,13
IRS EL PASO,TX,1
ITASCA POLICE DEPT,TX,2
JACINTO CITY POLICE DEPT,TX,5
JACKSONVILLE POLICE DEPT,TX,5
JAMAICA BEACH POLICE DEPT,TX,4
JASPER COUNTY SHERIFF DEPT,TX,5
JASPER POLICE DEPT,TX,2
JEFF DAVIS COUNTY SHERIFF DEPT,TX,2
JEFFERSON COUNTY SHERIFF DEPT,TX,58
JOHNSON COUNTY CONSTABLE PCT 4,TX,32
JOHNSON COUNTY SHERIFF DEPT,TX,102
JOURDANTON POLICE DEPT,TX,2
KATY POLICE DEPT,TX,8
KELLER POLICE DEPT,TX,10
KENT COUNTY SHERIFF DEPT,TX,2
KERENS POLICE DEPARTMENT,TX,21
KILGORE POLICE DEPT,TX,2
KLEBERG COUNTY SHERIFF DEPT,TX,27
KNOX COUNTY  SHERIFF DEPT,TX,9
KOUNTZE POLICE DEPT,TX,24
KYLE POLICE DEPT,TX,67
LA JOYA ISD POLICE DEPT K-12,TX,62
LA JOYA POLICE DEPT,TX,41
LA MARQUE POLICE DEPT,TX,41
LA PORTE POLICE DEPT,TX,3
LA SALLE COUNTY SHERIFF DEPT,TX,33
LA VILLA POLICE DEPT,TX,63
LACOSTE POLICE DEPT,TX,16
LAGO VISTA POLICE DEPT,TX,2
LAKE JACKSON POLICE DEPT,TX,8
LAKEWAY POLICE DEPT,TX,32
LAVACA COUNTY SHERIFFS OFFICE,TX,2
LEAGUE CITY POLICE DEPT,TX,117
LEANDER POLICE DEPARTMENT,TX,8
LEWISVILLE POLICE DEPT,TX,3
LIBERTY CO CONSTABLE PRECINCT 1,TX,4
LIMESTONE COUNTY SHERIFF DEPT,TX,11
LINDEN-KILDARE CISD POLICE  K-12,TX,19
LINDSAY POLICE DEPT,TX,2
LIVE OAK POLICE DEPT,TX,5
LLANO COUNTY SHERIFF DEPT,TX,33
LONGVIEW POLICE DEPT,TX,157
LOS FRESNOS POLICE DEPT,TX,64
LUFKIN POLICE DEPT,TX,5
LULING POLICE DEPT,TX,23
MADISON COUNTY SHERIFF DEPT,TX,11
MAGNOLIA POLICE DEPT,TX,1
MANSFIELD POLICE DEPT,TX,1
MARBLE FALLS POLICE DEPT,TX,3
MARLIN POLICE DEPT,TX,37
MARSHALL POLICE DEPT,TX,10
MARTIN COUNTY SHERIFF  DEPT,TX,3
MARTINDALE POLICE DEPARTMENT,TX,3
MAVERICK COUNTY SHERIFFS OFFICE,TX,13
MAYPEARL POLICE DEPT,TX,2
MCKINNEY POLICE DEPT,TX,29
MCLENNAN COUNTY SHERIFF DEPT,TX,48
MEADOWS PLACE POLICE DEPT,TX,21
MEMPHIS POLICE DEPT,TX,10
MENARD COUNTY SHERIFF DEPT,TX,7
MERKEL POLICE DEPT,TX,7
MESQUITE POLICE DEPT,TX,1
MIDLAND COUNTY SHERIFF DEPT,TX,7
MIDLAND POLICE DEPT,TX,34
MIDLOTHIAN POLICE DEPT,TX,8
MILFORD POLICE DEPT,TX,1
MILLS COUNTY SHERIFF DEPT,TX,3
MINERAL WELLS POLICE DEPT,TX,1
MISSION POLICE DEPT,TX,3
MONAHANS POLICE DEPT,TX,2
MONTAGUE COUNTY SHERIFF DEPT,TX,6
MONTGOMERY COUNTY CONSTABLE PCT 4,TX,9
MONTGOMERY COUNTY CONSTABLE PCT 5,TX,2
MONTGOMERY CTY CONSTABLE PCT 3,TX,2
MONTGOMERY CTY FIRE MARSHALS OFFIC,TX,5
MONTGOMERY CTY SHERIFFS OFFICE,TX,161
MORRIS COUNTY SHERIFF DEPT,TX,12
MOTLEY COUNTY SHERIFF DEPT,TX,8
MOUNT PLEASANT POLICE DEPT,TX,42
NACOGDOCHES COUNTY  SHERIFF DEPT,TX,7
NACOGDOCHES POLICE DEPT,TX,1
NAPLES POLICE DEPARTMENT,TX,6
NASSAU BAY POLICE DEPT,TX,1
NATIONAL POLICE,TX,34
NAVASOTA POLICE DEPT,TX,4
NEW BRAUNFELS POLICE DEPT,TX,7
NEW SUMMERFIELD POLICE DEPT,TX,1
NOCONA POLICE DEPT,TX,102
OCHILTREE CO CONSTABLE DEPARTMENT,TX,1
ODESSA POLICE DEPT,TX,165
OLNEY POLICE DEPARTMENT,TX,3
OPERATION ALLIANCE TX,TX,4052
ORANGE COUNTY SHERIFF DEPT,TX,1
ORANGE GROVE POLICE DEPT,TX,14
PALACIOS POLICE DEPARTMENT,TX,46
PALMVIEW POLICE DEPT,TX,20
PALO PINTO COUNTY SHERIFF DEPT,TX,10
PANTEGO POLICE DEPT,TX,1
PARKER COUNTY SHERIFF DEPT,TX,20
PARMER COUNTY SHERIFF DEPT,TX,2
PEARLAND POLICE DEPARTMENT,TX,2
PECOS POLICE DEPT,TX,5
PELICAN BAY POLICE DEPT,TX,4
PENITAS POLICE DEPT,TX,10
PFLUGERVILLE POLICE DEPT,TX,1
PHARR POLICE DEPT,TX,5
PITTSBURG POLICE DEPT,TX,4
POLK COUNTY  SHERIFF DEPT,TX,54
PONDER POLICE DEPARTMENT,TX,4
PORT ARTHUR POLICE DEPT,TX,2
PORT ISABEL POLICE DEPT,TX,6
PORT LAVACA POLICE DEPT,TX,7
POTTER COUNTY SHERIFF OFFICE,TX,40
PRESIDIO COUNTY SHERIFF OFFICE,TX,1
PRINCETON POLICE DEPT,TX,20
QUINLAN ISD POLICE DEPT K-12,TX,4
QUITMAN POLICE DEPT,TX,8
RALLS POLICE DEPARTMENT,TX,3
RANCHO VIEJO POLICE DEPT,TX,16
RANDALL COUNTY SHERIFF AMARILLO,TX,14
RANGER POLICE DEPARTMENT,TX,22
RED OAK POLICE DEPT,TX,5
REFUGIO COUNTY SHERIFF OFFICE,TX,163
RICE UNIVERSITY POLICE DEPT HI_ED,TX,1
RICHARDSON POLICE DEPT,TX,11
RICHMOND POLICE DEPT,TX,14
RIO GRANDE CITY POLICE DEPT,TX,68
RISING STAR POLICE DEPT,TX,47
ROBERTSON CO CONSTABLE PRECINCT  1,TX,1
ROBINSON POLICE DEPT,TX,3
ROCKWALL COUNTY SHERIFF DEPT,TX,8
ROSE HILL ACRES POLICE DEPT,TX,1
ROSEBUD POLICE DEPT,TX,6
ROUND ROCK POLICE DEPT,TX,714
ROYSE CITY POLICE DEPT,TX,3
RUSK COUNTY SHERIFF DEPT,TX,29
SABINAL POLICE DEPARTMENT,TX,9
SABINE COUNTY SHERIFF DEPT,TX,3
SACHSE POLICE DEPT,TX,29
SAN ANGELO POLICE DEPT,TX,2
SAN ANTONIO POLICE DEPT,TX,16
SAN BENITO POLICE DEPT,TX,34
SAN JUAN POLICE DEPT,TX,3
SAN MARCOS POLICE DEPT,TX,115
SCHERTZ POLICE DEPT,TX,51
SCHLEICHER COUNTY SHERIFF DEPT,TX,2
SCHULENBERG POLICE DEPT,TX,9
SEGUIN POLICE DEPT,TX,2
SHACKELFORD COUNTY SHERIFF DEPT,TX,6
SHAVANO PARK POLICE DEPT,TX,6
SHELBY COUNTY SHERIFF DEPT,TX,7
SHERMAN COUNTY SHERIFF DEPT,TX,5
SHINER POLICE DEPARTMENT,TX,25
SMITH COUNTY  SHERIFF DEPT,TX,3
SPEARMAN POLICE DEPT,TX,12
SPRING BRANCH SCH DIST POLICE K-12,TX,22
SPRINGTOWN POLICE DEPT,TX,2
STAGECOACH POLICE DEPT,TX,1
STARR COUNTY SHERIFF DEPT,TX,3
STEPHENS COUNTY SHERIFF DEPT,TX,18
STINNETT POLICE DEPT,TX,3
STRAWN MARSHALS OFFICE,TX,16
SULLIVAN CITY POLICE DEPT,TX,12
SULPHUR SPRINGS POLICE DEPT,TX,30
SUTTON COUNTY SHERIFF DEPT,TX,2
SWISHER COUNTY SHERIFF  OFFICE,TX,1
TAFT POLICE DEPT,TX,3
TEAGUE POLICE DEPT,TX,4
TERRELL CTY SHERIFF DEPT,TX,7
TEXARKANA ISD POLICE DEPT K-12,TX,12
TEXARKANA POLICE DEPT,TX,2
TEXAS AM TEXARKANA UNIV PD HI_ED,TX,1
TEXLINE CITY MARSHAL,TX,9
TIMPSON POLICE DEPT,TX,4
TOM BEAN POLICE DEPT,TX,4
TOM GREEN COUNTY  SHERIFF DEPT,TX,12
TOMBALL POLICE DEPARTMENT,TX,53
TRAVIS COUNTY SHERIFF DEPT,TX,112
TRINIDAD POLICE DEPT,TX,5
TRINITY COUNTY SHERIFF  DEPT,TX,26
TROUP POLICE DEPT,TX,4
TROY POLICE DEPARTMENT,TX,3
TULIA POLICE DEPT,TX,2
TX DEPT OF PARKS AND WILDLIFE,TX,104
TX INS AUSTIN,TX,5
TX OFFICE OF ADMIN LAW NM REP,TX,7
TX SOUTHERN UNIVERSITY HI_ED,TX,3
TX STATE TECH COLLEGE WACO PD HI_ED,TX,3
TYLER COUNTY CONSTABLE PCT 2,TX,39
TYLER COUNTY CONSTABLE PCT 4,TX,9
TYLER COUNTY SHERIFF DEPT,TX,43
UNIV OF N TX HEALTH SCIENCE HI_ED,TX,6
UNIV OF TEXAS AT ARLINGTON PD HI_ED,TX,12
UNIV OF TEXAS SYSTEM POLICE HI_ED,TX,3
UNIV OF TX TYLER POLICE HI_ED,TX,10
US DHS CBP DEL RIO,TX,28
US DHS CBP EL PASO,TX,60
US DHS CBP EL PASO AIR OPERATIONS,TX,3
US DHS CBP EL PASO BORTAC,TX,1
US DHS CBP EL PASO COMMUNITY DIV,TX,1
US DHS CBP EL PASO SECTOR,TX,2
US DHS CBP LSC EL PASO,TX,2798
US DHS CBP MARFA,TX,1
US DHS CBP MCALLEN,TX,15
US DHS CBP SAN ANGELO,TX,1
US DHS HSI HOUSTON,TX,1
US DHS ICE EL PASO,TX,42
US DHS ICE LAREDO,TX,32
US DHS ICE LOS FRESNOS,TX,1
US DOJ ATF HOUSTON,TX,1
US DOJ DEA AUSTIN,TX,7
US DOJ DEA DALLAS,TX,14
US DOJ DEA FORT WORTH,TX,6
US DOJ DEA HOUSTON,TX,188
US DOJ DEA LUBBUCK,TX,2
US FBI DALLAS MAIN DIVISION,TX,136
US FBI HOUSTON,TX,218
US FBI SAN ANTONIO,TX,3
US FISH  WILDLIFE FT WORTH,TX,155
US MARSHAL SERVICE SAN ANTONIO,TX,24
US MARSHAL SERVICE TEXAS,TX,2
US MARSHALS SERVICE (DEL RIO DIV),TX,35
US POSTAL INSPECTION SERVICE,TX,12
USDA FOREST SERVICE LEI LUFKIN,TX,176
VAL VERDE SHERIFF OFFICE,TX,10
VALLEY MILLS POLICE DEPT,TX,2
VAN ALSTYNE POLICE DEPT,TX,3
VAN ZANDT COUNTY SHERIFF DEPT,TX,52
VIA METRO TRANSIT POLICE,TX,23
VICTORIA COUNTY SHERIFF DEPT,TX,36
VICTORIA POLICE DEPT,TX,45
VIDOR POLICE DEPT,TX,24
VON ORMY CITY MARSHAL,TX,16
WAELDER POLICE DEPT,TX,9
WALLER CTY CONSTABLE PRECINCT 2,TX,8
WALLER POLICE DEPT,TX,35
WASKOM POLICE DEPT,TX,3
WATAUGA DEPT OF PUBLIC SAFETY,TX,6
WAXAHACHIE POLICE DEPT,TX,1
WEATHERFORD COLLEGE POLICE HI_ED,TX,17
WEBB COUNTY SHERIFF  DEPT,TX,2
WESLACO POLICE DEPT,TX,10
WEST COLUMBIA POLICE DEPT,TX,1
WEST ORANGE POLICE DEPT,TX,3
WESTOVER HILLS POLICE DEPT,TX,13
WHARTON POLICE DEPT,TX,26
WHITNEY POLICE DEPT,TX,7
WICHITA COUNTY SHERIFF DEPT,TX,223
WICHITA FALLS POLICE DEPT,TX,7
WILLIAMSON COUNTY SHERIFF OFFICE,TX,23
WILLIS POLICE DEPT,TX,22
WINFIELD POLICE DEPT,TX,8
WINNSBORO POLICE DEPT,TX,2
WISE COUNTY SHERIFF DEPT,TX,7
WOLFE CITY POLICE DEPT,TX,33
WOLFFORTH POLICE DEPT,TX,23
WOODVILLE POLICE DEPT,TX,36
WOODWAY PUBLIC SAFETY DEPT,TX,10
WORTHAM POLICE DEPARTMENT,TX,2
WYLIE POLICE DEPT,TX,4
YOUNG COUNTY SHERIFF DEPT,TX,9
ZAVALA COUNTY SHERIFF OFFICE,TX,5
AMERICAN FORK POLICE DEPT,UT,7
BLANDING POLICE DEPT,UT,2
BOUNTIFUL POLICE DEPARTMENT,UT,10
BOX ELDER COUNTY SHERIFF DEPT,UT,42
BRIGHAM CITY POLICE DEPT,UT,13
CACHE COUNTY SHERIFF DEPT,UT,8
CEDAR CITY POLICE DEPT,UT,6
CLINTON POLICE DEPT,UT,15
COTTONWOOD HEIGHTS POLICE DEPT,UT,11
DAVIS COUNTY SHERIFF DEPT,UT,55
DRAPER CITY POLICE DEPT,UT,5
FAIRVIEW POLICE DEPT,UT,1
GARFIELD COUNTY SHERIFF DEPT,UT,2
GRAND COUNTY SHERIFF DEPT,UT,4
GRANITE SCHOOL DISTRICT POLICE K-12,UT,3
GRANTSVILLE POLICE DEPT,UT,8
HEBER CITY POLICE DEPT,UT,5
HURRICANE CITY POLICE DEPT,UT,1
IRON COUNTY SHERIFFS DEPT,UT,1
JUAB COUNTY SHERIFF DEPT,UT,17
KAMAS CITY POLICE DEPT,UT,5
KANAB POLICE DEPT,UT,1
KANE COUNTY SHERIFF DEPT,UT,8
LAYTON POLICE DEPARTMENT,UT,4
LEHI POLICE DEPT,UT,23
LINDON POLICE DEPT,UT,27
MILLARD COUNTY SHERIFF,UT,20
MONTICELLO POLICE DEPT,UT,2
MORGAN COUNTY SHERIFF DEPT,UT,2
MOUNT PLEASANT POLICE DEPT,UT,12
MURRAY CITY  POLICE DEPT,UT,2
NEPHI POLICE DEPT,UT,13
NORTH OGDEN POLICE DEPT,UT,18
NORTH PARK POLICE DEPT,UT,8
NORTH SALT LAKE CITY POLICE DEPT,UT,12
OREM POLICE DEPARTMENT,UT,8
PAROWAN POLICE DEPT,UT,2
PAYSON POLICE DEPT,UT,13
PERRY POLICE DEPT,UT,4
PIUTE COUNTY SHERIFF DEPT,UT,4
PLEASANT GROVE POLICE DEPT,UT,4
PRICE POLICE DEPT,UT,4
PROVO CITY POLICE DEPARTMENT,UT,26
RICH COUNTY SHERIFF DEPT,UT,4
SALT LAKE CITY POLICE DEPT,UT,79
SALT LAKE COUNTY SHERIFF DEPT,UT,177
SAN JUAN COUNTY SHERIFF DEPT,UT,18
SANPETE COUNTY SHERIFF,UT,40
SANTAQUIN POLICE DEPT,UT,26
SEVIER COUNTY SHERIFF DEPT,UT,1
SOUTH JORDAN POLICE DEPARTMENT,UT,25
SPANISH FORK POLICE DEPT,UT,14
SPRINGVILLE POLICE DEPT,UT,15
SUMMIT COUNTY SHERIFF DEPT,UT,125
SYRACUSE POLICE DEPT,UT,10
TOOELE COUNTY SHERIFF DEPT,UT,17
UINTAH COUNTY SHERIFF DEPT,UT,4
UNIFIED POLICE DEPARTMENT,UT,19
US DHS ICE ST GEORGE,UT,27
US DOI BUR OF LAND MGMT SALT LAKE,UT,40
US DOJ DEA SALT LAKE CITY,UT,163
US DOJ FBI SALT LAKE CITY,UT,77
US FOREST SERVICE LAW ENF,UT,6
UT COUNTY SHERIFF DEPT,UT,51
UT DIVISION OF WILDLIFE RESOURCES,UT,146
UT MOTOR VEHICLE ENFORCEMENT DIV,UT,4
UT STATE HIGHWAY PATROL,UT,249
WASATCH COUNTY SHERIFF DEPT,UT,15
WASHINGTON COUNTY SHERIFF DEPT,UT,13
WEBER COUNTY SHERIFF DEPT,UT,10
WEST BOUNTIFUL POLICE DEPT,UT,11
ACCOMACK COUNTY SHERIFF DEPT,VA,3
ALBEMARLE  COUNTY POLICE DEPT,VA,110
ALBEMARLE COUNTY SHERIFF DEPT,VA,5
ALEXANDRIA SHERIFFS OFFICE,VA,30
AMHERST COUNTY SHERIFF DEPT,VA,76
APPALACHIA POLICE DEPT,VA,16
ARLINGTON COUNTY POLICE DEPT,VA,18
ARLINGTON COUNTY SHERIFF DEPT,VA,7
AUGUSTA COUNTY SHERIFF OFFICE,VA,1
BATH COUNTY SHERIFF DEPT,VA,5
BEDFORD COUNTY SHERIFF DEPT,VA,15
BIG STONE GAP POLICE DEPT,VA,3
BLAND COUNTY SHERIFF DEPT,VA,11
BLUEFIELD POLICE DEPT,VA,16
BRISTOL POLICE DEPT,VA,47
BROADWAY POLICE DEPT,VA,5
BRODNAX POLICE DEPARTMENT,VA,2
BUCHANAN COUNTY SHERIFFS OFFICE,VA,8
CAMPBELL COUNTY SHERIFF DEPT,VA,12
CAROLINE COUNTY SHERIFF DEPT,VA,1
CARROLL COUNTY SHERIFF DEPT,VA,12
CEDAR BLUFF POLICE DEPARTMENT,VA,10
CHARLES CITY COUNTY SHERIFF OFFICE,VA,11
CHARLOTTE COUNTY SHERIFF DEPT,VA,8
CHARLOTTESVILLE POLICE DEPT,VA,46
CHESAPEAKE COUNTY SHERIFF DEPT,VA,27
CHESTERFIELD COUNTY POLICE DEPT,VA,2
CHESTERFIELD COUNTY SHERIFF DEPT,VA,5
CHINCOTEAGUE POLICE DEPT,VA,3
CLARKE COUNTY SHERIFF DEPT,VA,5
CLARKSVILLE POLICE DEPT,VA,4
CLINCHCO POLICE DEPT,VA,18
COEBURN POLICE DEPT,VA,6
COVINGTON POLICE DEPT,VA,8
CREWE POLICE DEPT,VA,4
CULPEPER SHERIFF DEPT,VA,37
CUMBERLAND COUNTY SHERIFF DEPT,VA,11
DAMASCUS POLICE DEPT,VA,39
DANVILLE SHERIFF OFFICE,VA,21
DICKENSON COUNTY SHERIFF DEPT,VA,21
DINWIDDIE COUNTY SHERIFF DEPT,VA,3
ELKTON POLICE DEPT,VA,7
ESSEX COUNTY SHERIFF DEPT,VA,7
FAIRFAX CITY POLICE DEPT,VA,4
FAIRFAX COUNTY SHERIFF DEPT,VA,66
FALLS CHURCH POLICE DEPT,VA,6
FARMVILLE POLICE DEPT,VA,12
FLUVANNA COUNTY SHERIFF DEPT,VA,5
FRANKLIN COUNTY SHERIFF DEPT,VA,37
FRANKLIN POLICE DEPARTMENT,VA,5
FREDERICK COUNTY SHERIFF DEPT,VA,91
GALAX POLICE DEPT,VA,7
GATE CITY POLICE DEPT,VA,10
GILES COUNTY SHERIFF DEPT,VA,6
GLADE SPRING POLICE DEPT,VA,8
GLASGOW POLICE DEPT,VA,1
GLEN LYN POLICE DEPT,VA,1
GLOUCESTER  COUNTY SHERIFF DEPT,VA,18
GOOCHLAND COUNTY SHERIFF OFFICE,VA,10
GRAYSON COUNTY SHERIFF DEPT,VA,6
GREENE COUNTY SHERIFF DEPT,VA,2
GREENSVILLE COUNTY SHERIFF DEPT,VA,8
GROTTOES POLICE DEPT,VA,13
GRUNDY POLICE DEPT,VA,23
HALIFAX  COUNTY SHERIFF DEPT,VA,17
HAMPTON POLICE DEPT,VA,106
HAMPTON UNIVERSITY POLICE HI_ED,VA,6
HARRISONBURG POLICE DEPT,VA,42
HAYSI POLICE DEPT,VA,12
HENRY COUNTY SHERIFF DEPT,VA,11
HILLSVILLE POLICE DEPT,VA,2
HOMELAND SECURITY INVESTIGATIONS,VA,50
INDEPENDENCE POLICE DEPT,VA,1
ISLE OF WIGHT COUNTY SHERIFF DEPT,VA,6
JAMES CITY COUNTY POLICE DEPT,VA,67
JAMES MADISON UNIV POLICE HI_ED,VA,4
KENBRIDGE POLICE DEPT,VA,5
KING AND QUEEN COUNTY SHERIFF DEPT,VA,15
KING GEORGE COUNTY SHERIFF DEPT,VA,12
KING WILLIAM COUNTY SHERIFF DEPT,VA,13
LACROSSE POLICE DEPT,VA,1
LAW ENF FIRE MARSHALL ACADEMY HI_ED,VA,53
LAWRENCEVILLE POLICE DEPT,VA,2
LEBANON POLICE DEPT,VA,4
LONGWOOD UNIVERSITY POLICE HI_ED,VA,2
LOUDOUN COUNTY SHERIFF DEPT,VA,1
