Item Name,Quantity
"ROLL PACK,COMFORT",2
"ROLL PACK,DRESSING",14
"ROLL,CARGO,AERIAL DELIVERY",20
"ROLL,TOOLS AND ACCESSORIES",18
"ROLLER KIT,PAINT",8
"ROLLER,MOTORIZED",15
"ROLLER,ROLLER FAIRLEAD",2
"ROLLER,TRANSOM,BAILEY BRIDGE",2
"ROLLER,WINCH CABLE",2
ROOF CAP ASSEMBLY,3
ROOFING AND SIDING MATERIALS,2
"ROPE ASSEMBLY,INSERTION AND EXTRACTION",5
"ROPE ASSY,ESCAPE",10
ROPE EDGE GUARD,4
ROPE NYLON,13
"ROPE,FIBROUS",626
"ROPE,KINETIC 64MM",1
"ROPE,KINETIC 80MM",2
"ROPE,WIRE",45
ROPEASSEMBLYNYLON,10
"ROTARY TOOL KIT,ELECTRIC",3
"ROTOR,DISC BRAKE",72
"ROTOR,PUMP",10
"ROTOR,TURBINE,AIRCRAFT GAS TURBINE ENGINE",13
"ROUTER, DIGITAL",50
"ROUTER,ELECTRIC,PORTABLE",4
"ROUTER,NETWORK",4
ROWING MACHINE,5
RUBBER BAND,11
"RUBBER BANDS,EXERCISE,RESISTIVE",4
RUBBER FABRICATED MATERIALS,152
"RUBBER SHEET,SOLID",240
"RUBBER SHEET,SOLID,CLOTH INSERT",119
"RUBBER STAMP,FIXED TYPE",20
RUBBER STRIP,50
RUCKSACK LARGE FIELD PACK,680
RUCKSACK MEDIUM (OEF) PATTERN 2,9
"RUCKSACK,FIELD PACK",58
RUG,9
RUGGED PDA,5
"RULE,MULTIPLE FOLDING",11
"RULER,NONMETALLIC",20
"RUN-FLAT KIT,INSERT",40
"RUNFLAT,INSERT",3
"SADDLERY, HARNESS, WHIPS, AND RELATED",37
"Saddlery, Harness, Whips, and Related Animal Furnishings",7
SAFE,131
SAFETY AND RESCUE EQUIPMENT,475
SAFETY CAN,20
"SAFETY DEVICE,PERSONNEL SECURING",12
"SAFETY EQUIPMENT,LADDER CLIMBING",15
"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,LARGE",179
"SAFETY GLASSES,REVISION SAWFLY EYEWEAR SYSTEM,REGULAR",2962
SAFETY GOGGLES,239
"SAFETY GOGGLES,ARENA GOGGLE KIT",5
"SAFETY INDICATOR,FI",100
"SAFETY RESTRAINT,TE",46
SAFETY STRIP SENSOR,2
"SAFETY WALK,NON-SLIP",16
SAFETY WITH LEVER,3
"SAFETY,SMALL ARMS",5
SAFTY CATCH,1
SALINE LOCK KIT,26
"SAMPLER KIT,AIR",1
"SAMPLING KIT,CBR AGENT",4
SANDBAGGER,1
"SANDER, POWER",14
"SANDER,BELT,COMBINATION VERTICAL AND HORIZONTAL",1
"SANDER,DISK AND BELT",2
"SANDER,DISK,ELECTRIC,PORTABLE",1
"SANDER,DISK,PNEUMATIC,PORTABLE",1
"SANDER,OSCILLATING PAD,PNEUMATIC,PORTABLE",1
"SATCHEL,PHYSICIAN'S",5
SATELLITE COMMUNICATION SUBSYSTEM,10
SATELLITE COMMUNICATION SYSTEM,18
SATELLITE NAVIGATOR,2
SATELLITE TELEPHONE,2
SATS BASE IN MOBILE,20
SATS MOD1 IN MOBILE,3
SATS MOD2 IN MOBILE,1
SAW,366
"SAW AND MITER BOX,CIRCULAR",1
SAW GUNNER SET,189
"SAW KNIFE ASSY,SURV",5
"SAW KNIFE,SHOVEL AS",1
"SAW, POWER",133
"SAW,BAND,CUTOFF",5
"SAW,BAND,ELECTRIC,PORTABLE/",3
"SAW,BLADE,CUTTER",9
"SAW,CHAIN",104
"SAW,CIRCULAR BLADE,METAL CUTTING",3
"SAW,CIRCULAR,GASOLINE,PORTABLE",10
"SAW,CIRCULAR,PORTABLE,ELECTRIC",29
"SAW,CIRCULAR,PORTABLE,GASOLINE",1
"SAW,CIRCULAR,PORTABLE,PNEUMATIC",11
"SAW,CIRCULAR,TABLE TYPE",3
"SAW,CROSSCUT,ONE MAN",7
"SAW,HAND,CROSSCUT",1
"SAW,HAND,FINGER GRIP",8
"SAW,HAND,METAL CUTTING",2
"SAW,JIG,ELECTRIC,PORTABLE",3
"SAW,JIG,WOODWORKING",2
"SAW,MITER,ELECTRIC,PORTABLE",1
"SAW,RADIAL OVERARM,WOODWORKING",3
"SAW,RECIPROCATING,PORTABLE,ELECTRIC",11
"SAW,TABLE,ELECTRIC,PORTABLE",2
"SAW,WALLBOARD",4
SAWHORSE,1
SAWMILL AND PLANING MILL MACHINERY,1
SAWS AND FILING MACHINES,26
SAXOPHONE,4
"SCABBARD,BAYONET-KNIFE",75
"SCAFFOLD,PORTABLE",3
"SCALE,WEIGHING",111
"SCALE,WINDAGE",4
"SCALER,DENTAL",10
"SCALER,PNEUMATIC,PO",5
SCALES AND BALANCES,11
SCANNER FINGERPRIN,9
"SCANNER, DIGITAL",120
"SCANNER,COMPUTER",5
"SCANNER,X-RAY,BAGGAGE",3
"SCARF,NECKWEAR,MEN'S",1726
"SCISSOR LIFT,HYDRAULIC",2
SCISSORS ASSEMBLY,1
"SCISSORS,BANDAGE",136
"SCISSORS,GENERAL SURGICAL",36
"SCISSORS,IRIS",26
"SCISSORS,TENOTOMY",3
"SCISSORS,THORACIC",1
"SCISSORS,WIRE CUTTING",8
"SCOOP,HEATER VENT AIR",4
"SCOOP,KITCHEN",5
SCOOTER,71
"SCOOTER,MOTOR",90
"SCOOTER,UNDERWATER,DIVER'S",11
SCOPE ASSEMBLY,14
SCOPE NIGHT VISION,15
SCOPE RING SET,6
"SCOPE RING,SNIPER RIFLE",10
"SCOPE,NIGHT VISION",103
"SCOPE,NIGHT-POCKET",147
"SCOPE,RIFLE",26
"SCOPE,SNIPER RIFLE",4
"SCOPE,UNDER DOOR",1
"SCOPECOAT,SNIPER RIFLE",8
SCOURING BRICK,10
"SCRAPER,COMBINATION",30
"SCRAPER,TRACTOR",22
"SCREEN ASSY,PUMP INLET",7
"SCREEN,BEDSIDE",15
"SCREEN,CAMOUFLAGE",154
"SCREEN,CAMOUFLAGE,H",6
"SCREEN,CAMOUFLAGE,R",26
"SCREEN,DOOR",7
"SCREEN,GRILLE TOP",2
"SCREEN,HEXAGON,DESE",3
"SCREEN,HEXAGON,RADAR TRANSPARENT,WOODLAND",4
"SCREEN,PROJECTION",3
"SCREEN,RAREX",10
"SCREEN,WELDING",20
"SCREENING,INSECT,NONMETALLIC",9
SCREW ASSORTMENT,24
"SCREW, EA",5
"SCREW,CAP,HEXAGON HEAD",211
"SCREW,CAP,SOCKET HEAD",77
"SCREW,CLOSE TOLERANCE",8
"SCREW,DRIVE",20
"SCREW,LAG",100
"SCREW,MACHINE",51
"SCREW,SELF-DRILLING",12
"SCREW,SIGHT,SNIPER",8
"SCREW,TAPPING",83
"SCREW,WOOD",91
SCREWDRIVER,75
"SCREWDRIVER ATTACHMENT SET,SOCKET WRENCH",7
"SCREWDRIVER ATTACHMENT,SOCKET WRENCH",78
SCREWDRIVER BIT SET AND HANDLE,9
"SCREWDRIVER SET,SIX POINT TIP",4
"SCREWDRIVER,CROSS TIP",326
"SCREWDRIVER,ELECTRIC",6
"SCREWDRIVER,FLAT TIP",411
"SCREWDRIVER,JEWELER'S,SWIVEL KNOB",13
"SCREWDRIVER,SIX POINT TIP",17
"SCREWDRIVER,SQUARE TIP",2
"SCREWDRIVER,TORQUE",16
"SCREWS, BOX",22
"SCREWS, LOT",1
"SCRUBBING MACHINE,FLOOR,ELECTRIC",3
SEAL,42
"SEAL ASSEMBLY,WINSH",10
SEAL KIT,12
"SEAL,AIR,AIRCRAFT GAS TURBINE ENGINE",6
"SEAL,CHEST,COMBAT CASUALTY",62
"SEAL,NONMETALLIC CHANNEL",50
"SEAL,NONMETALLIC SPECIAL SHAPED SECTION",10
"SEAL,PLAIN ENCASED",12
"SEAL,SWASHPLATE BEA",3
"SEALER,STEEL STRAPPING,HAND",20
SEALING MACHINE,6
SEAR,83
SEARCHLIGHT,117
SEARCHLIGHT ASSEMBLY,2
SEARCHLIGHT KIT,3
SEARCHLIGHT SET,80
"SEARCHLIGHT,INFARED",1
"SEARCHLIGHT,INFRARE",1
"SEAT,AIRCRAFT",35
"SEAT,AIRCRAFT EJECTION",2
"SEAT,VEHICULAR",375
"SEAT,WATER CLOSET",8
SECOND SKIN,30
SECURE VOICE ADAPTE,1
"SECURITY INSPECTION UNIT,X-RAY",4
SEDAN,3
"SEEDER ATTACHMENT,SEED DRILL",1
"SEGMENT ASSY,TAIL R",9
"SEGMENT,AIRDUCT",6
"SEGWAY,HT",2
"SELECTOR,FIRE CONTROL,SMALL ARMS",65
"SEMICONDUCTOR DEVICE,PHOTO",31
"SEMITRAILER,FLAT BED",8
"SEMITRAILER,LOW BED",101
"SEMITRAILER,PERSONNEL",1
"SEMITRAILER,REFRIGERATOR",2
"SEMITRAILER,STAKE",9
"SEMITRAILER,TANK",5
"SEMITRAILER,TANK TRANSPORTER",1
"SEMITRAILER,VAN",20
SENDER,20
"SENDER,OIL PRESSURE",4
"SENSOR UNIT,ANTI-INTRUSION,MOBILE",2
"SENSOR,ANTI-INTRUSI",12
"SENSOR,FIRE DETECT",2
"SENSOR,LIGHTNING DETECTION",8
"SENSOR,OPAQUE PARTICLE",1
"SENSOR,OXYGEN MONITORING",1
"SENSOR,PULSE MONITORING,OXIMETER",5
"SENSOR,THROTTLE POSITION",10
SERVER DELL PWREDGE,30
"SERVER,AUTOMATIC DATA PROCESSING",35
SERVERZZNETWORKZZZZ,1
"SERVICE KIT,ANNUAL",49
"SERVICE KIT,VEHICLE",2
"SERVICING PLATFORM,SELF-PROPELLED",13
SERVOCYLINDER,2
SET BUCKLES MOLLE,101
SET RING GAS,1
"SET,FIGHTING LOAD CCARRIER",4
"SET,STOCK",3
"SETS, KITS, AND OUTFITS MEASURING TOOLS",1
"SETS, KITS, AND OUTFITS OF HAND TOOLS",168
"SETS, KITS, OUTFITS, FOOD PREPERATION",5
SETSCREW,10
"SEWING MACHINE,INDUSTRIAL",1
"SEXTANT,BUBBLE",6
SHACKLE,335
"SHACKLE,TOWING,SHOC",2
"SHADE,OPTICAL INSTRUMENT",10
SHAFT,2
"SHAFT ASSEMBLY,TAIL",4
"SHAFT ASSY,FWD-TAIL",1
"SHAFT ASSY,HYDRAULI",4
"SHAFT ASSY,SEGMENTE",1
"SHAFT ASSY,TAIL ROT",8
SHAFT GEAR ASSEMBLY,1
SHAFT TAIL ROTOR,6
"SHAFT,AXLE,AUTOMOTIVE",4
"SHAFT,BEARING PLANETARY",1
"SHAFT,FAN,TAILROTO",3
"SHAFT,OIL PUMP",3
"SHAFT,OUTPUT DRIVE",13
"SHAFT,SHOULDERED",2
"SHAFT,TAIL ROTOR",12
"SHAFT,TURBINE,AIRCRAFT GAS TURBINE ENGINE",5
SHAPE DISRUPTER,10
"SHARPENER,PENCIL",1
"SHEARING MACHINE,METAL,SQUARING",4
"SHEARS,METAL CUTTING,ELECTRIC",3
"SHEARS,METAL CUTTING,HAND",17
"SHEARS,STRAIGHT TRIMMERS",408
"SHEATH,MACHETE",100
"SHEET,BED",1567
"SHEET,BURN-TRAUMA DRESSING",10
"SHEET,METAL",79
SHEETS,800
SHELF AMMORACK,1
SHELF ASSEMBLY,4
"SHELF, COMMERCIAL STORAGE",223
"SHELF, OFFICE",10
"SHELF,AUXILIARY",1
"SHELF,CABINET,METAL STORAGE",2
"SHELF,ELECTRICAL EQUIPMENT",5
"SHELF,PIVOT AND ADJUSTMENT",44
"SHELL,CARGO,VEHICUL",12
"SHELL,CARGO,VEHICULAR",8
"SHELL,COMBAT VEHICLE CREWMAN,HELMET",7
"SHELL,CONTAINER,TOP",3
"SHELL,FLYER'S HELMET",42
"SHELL,FLYING HELMET",10
"SHELTER HALF,TENT",101
"SHELTER SYSTEM,PERSONNEL SURVIVAL",2
"SHELTER,COMBAT",73
"SHELTER,EXPANDABLE",8
"SHELTER,EXPANDABLE,ONE SIDE",1
"SHELTER,ICS IMPROVED COMBAT SHELTER",1104
"SHELTER,MULTI-PURPO",2
"SHELTER,NONEXPANDABLE",48
"SHELTER,NONEXPANDABLE,INTEGRATED",1
"SHELTER,NONEXPANDABLE,LIGHTWEIGHT,MULTIPURPOSE",1
"SHELTER,S280 MODIFI",2
"SHELTER,SMALL,AF",2
"SHELVING,FOOD SERVING",17
"SHELVING,STORAGE AND DISPLAY",25
"SHELVING,STORAGE FOOD",26
"SHIELD,BALLISTIC",4
"SHIELD,DEFLECTOR,MISSILE",5
"SHIELD,FACE,CARDIOPULMONARY RESUSCITATION",1156
"SHIELD,FACE,SURGICAL",200
"SHIELD,FIRE EXTING",1
"SHIELD,FUEL TANK",2
"SHIELD,HEADLIGHT",9
"SHIELD,LIGHT,CHEMILUMINESCENT",40
"SHIELD,MICROPHONE",1
"SHIELD,PERSONAL PROTECTIVE",152
"SHIELD,PROTECTIVE",2
"SHIELD,TURRET",1
SHIM,5
SHIPPING AND STORAG,44
SHIPPING AND STORAGE,3
"SHIPPING AND STORAGE CASE,COMPONENT",2
SHIPPING AND STORAGE CONTAINER,5
"SHIPPING AND STORAGE CONTAINER SET,ELECTRIC-ELECTRONIC EQUIPMENT",5
"SHIPPING AND STORAGE CONTAINER,BOMB",12
"SHIPPING AND STORAGE CONTAINER,BOMB DISPENSER",94
"SHIPPING AND STORAGE CONTAINER,CARTRIDGE",4128
"SHIPPING AND STORAGE CONTAINER,COMMUNICATION EQUIPMENT",35
"SHIPPING AND STORAGE CONTAINER,ELECTRIC-ELECTRONIC EQUIPMENT",16
"SHIPPING AND STORAGE CONTAINER,ENGINE",11
"SHIPPING AND STORAGE CONTAINER,GUIDED MISSILE",43
"SHIPPING AND STORAGE CONTAINER,GUIDED MISSILE COMPONENTS",4
"SHIPPING AND STORAGE CONTAINER,GYROSCOPE",6
"SHIPPING AND STORAGE CONTAINER,HELICOPTER COMPONENTS",26
"SHIPPING AND STORAGE CONTAINER,HELICOPTER ROTOR HEAD",1
"SHIPPING AND STORAGE CONTAINER,MISCELLANEOUS EQUIPMENT",1405
"SHIPPING AND STORAGE CONTAINER,MUNITIONS",275
"SHIPPING AND STORAGE CONTAINER,OPTICAL EQUIPMENT",6
"SHIPPING AND STORAGE CONTAINER,RECEIVER,VIDEO",1
"SHIPPING AND STORAGE CONTAINER,RECORDER",1
"SHIPPING AND STORAGE CONTAINER,REFRIGERATED",4
"SHIPPING AND STORAGE CONTAINER,ROCKET",27
"SHIPPING AND STORAGE CONTAINER,SMALL ARM",194
"SHIPPING AND STORAGE CONTAINER,VEHICULAR EQUIPMENT",15
SHIPPING BOX,4
SHIPPING CASE,818
SHIPPING CONTAINER,16
SHIPPINGXAND STORAG,2
"SHIRT,COLD WEATHER",15275
"SHIRT,COMBAT",20
"SHIRT,COMBAT ENSEMBLE",8
"SHIRT,COMBAT,COLD WEATHER",201
"SHIRT,COMBAT,FR",1
"SHIRT,FLAME RESISTANT",3
"SHIRT,LEV3,LR,BROWN",16
"SHIRT,LEV3,MR,BROWN",15
"SHIRT,LIGHTWEIGHT",20
"SHIRT,LS,LEV1,XLR,B",690
"SHIRT,LS,LEV2,LL,BR",16
"SHIRT,LS,LEV2,XLR,B",335
"SHIRT,MAN'S",1
"SHIRT,MANS",41
"SHIRT,T,LEV1,XLL,BR",197
"SHOCK ABSORBER,DIRECT ACTION",5
SHOCKS,12
"SHOE ASSY,SKID",10
"SHOE, MEN'S",50
"SHOE,SKID",40
"SHOES, MEN'S, PAIR",15
"SHOES,GYMNASIUM",15
"SHOES,MEN'S",2
"SHOES,RUNNING,MEN'S",16
"SHOES,SAFETY,MEN'S",9
"SHOES,SHOWER",22
"SHOP EQUIPMENT,ARTILLERY",4
"SHOP EQUIPMENT,AUTOMOTIVE VEHICLE",35
"SHOP EQUIPMENT,CONTACT MAINTENANCE",37
"SHOP EQUIPMENT,ELECTRICAL EQUIPMENT",1
"SHOP EQUIPMENT,ELECTRICAL EQUIPMENT,SEMI TRAILER MOUNTED",3
"SHOP EQUIPMENT,FIRE CONTROL SYSTEM",1
"SHOP EQUIPMENT,FUEL AND ELECTRICAL SYSTEM,ENGINE",3
"SHOP EQUIPMENT,GENERAL PUPOSE,COMMON 10",3
"SHOP EQUIPMENT,MACHINE SHOP",2
"SHOP EQUIPMENT,ORGANIZATIONAL MAINTENANCE TRUCK MOUNTED",2
"SHOP EQUIPMENT,SMALL ARMS",3
"SHOP EQUIPMENT,TOOLROOM",1
"SHOP EQUIPMENT,UTILITY",5
"SHOP EQUIPMENT,UTILITY,TRUCK MOUNTED",1
"SHOP EQUIPMENT,WELDING",24
"SHOP SET,COMPOSITE",1
"SHOP SET,CONTACT MAINTENANCE,TRUCK MOUNTED (ORDNANCE)",1
"SHOP SET,GLASS CUTTING,VEHICLE REPAIR",1
"SHOP SET,SMALL ARMS",1
"SHOP SET,SPARE PART",1
SHOP VACUUM,30
SHOTGUN SHELL POUCH,5
"SHOTGUN,12 GAGE",3
"SHOTGUN,12 GAGE,RIOT TYPE",1382
"SHOULDER STRAP,FIELD PACK",202
SHOVEL,73
"SHOVEL ATTACHMENT,COMBINATION TOOL",12
"SHOVEL,EXPLOSIVE OR",66
"SHOVEL,HAND",878
"SHOVEL,HAND,STEEL",17
SHOWER CABINET,3
SHREDDER,31
"SHREDDING MACHINE,PAPER",6
SHRUG AND DEADLIFT,1
"SIDE CABINET,MOBILE TOOL CABINET",3
"SIDE RACK,VEHICLE BODY",3
SIGHT,1
SIGHT ADJUSTMENT TO,6
SIGHT ASSEMBLY,1
"SIGHT ASSEMBLY,REFLEX",477
"SIGHT GLASS,GRIP,MA",3
SIGHT UNIT,26
"SIGHT UNIT,MECHANICAL",1
"SIGHT,BINOCULAR",5
"SIGHT,BORE,OPTICAL",302
"SIGHT,CENTER SCOPE",15
"SIGHT,CHECK,OPTICAL",20
"SIGHT,FRONT",82
"SIGHT,GRENADE LAUNCHER",1
"SIGHT,HOLOGRAPHIC",3259
"SIGHT,INFINITY",50
"SIGHT,LASER,VISABLE",2
"SIGHT,NIGHT VISION",46
"SIGHT,NIGHT VISION SNIPERSCOPE",610
"SIGHT,REAR",6215
"SIGHT,REFLEX",40397
"SIGHT,TEPESCOPIC 10",48
"SIGHT,THERMAL",575
"SIGHT,UNS,AN,PVS22",32
SIGHTUNIT,397
"SIGN KIT,CONTAMINATION",17
"SIGN MAKING KIT,PORTABLE",39
"SIGNS, AD DISPLAYS, AND ID PLATES",40
"SILENCER,GUN",4
"SIMULATED,M16A2 RIFLE,5.56MM",10
"SIMULATED,M16A4-203 RIFLE W-GRENADE LAUNCHER,5.56MM-40MM",4
"SIMULATION KIT,CASUALTY",3
"SIMULATOR SYSTEM,FIRING,LASER",123
"SIMULATOR,ECG PATIENT",1
"SIMULATOR,GUN FIRE",30
"SIMULATOR,MUZZLE FLASH,SMALL ARMS",30
"SIMULATOR,PATIENT",5
SINGLE PERSONAL ROLE RADIO,112
"SINK UNIT,SCRUB,FIELD HOSPITAL",1
"SINK,FIELD",1
SIREN-ADDRESS SYSTEM,62
"SIREN,ELECTRIC MOTOR OPERATED",2
"SIREN,ELECTRONIC",149
"SIREN,HAND OPERATED",27
SKETCHING BOARD,4
"SKETCHING SET,SURVEYING",4
"SKIN CLOSURE,ADHESIVE,SURGICAL",35
"SKIN,AIRCRAFT",2
"SKIRT,WOMAN'S",3
SKIS,30
SLAVING ACCESSORY,3
"SLED,SELF-PROPELLED",2
SLEEP SYSTEM,24
SLEEPING BAG,5293
"SLEEPING SYSTEM OUTFIT,EXTREME COLD WEATHER",9
SLEEVE ASSEMBLY,3
SLEEVE ASSY,2
"SLEEVE,BUFFER TUBE",1
"SLEEVE,COLLECTIVE",6
"SLEEVE,CYCLIC STICK",6
"SLEEVE,HEAT GUN",2
"SLEEVE,INPUT,GEARBO",2
"SLEEVE,OUTPUT,GEARBOX",7
"SLEEVE,RETAINING GE",4
"SLEEVE,SPRING-ANTI-",6
"SLEEVING,TEXTILE,ELECTRICAL",10
SLICER,11
"SLIDE ASSEMBLY,BELT",1
"SLIDE ASSEMBLY,REAR SIGHT",20
"SLIDE,PISTOL",26
"SLIDE,REAR SIGHT",22
"SLIDE,RETRACTING",5
SLING,1
"SLING,3 POINT COMBAT ASSAULT SYSTEM",118
"SLING,AIRCRAFT MAINTENANCE",1
"SLING,BAG AND CASE CARRYING",40
"SLING,BEAM TYPE",5
"SLING,BOTTOM LEFT",1
"SLING,CARGO,AERIAL DELIVERY",24
"SLING,CARGO,AERIAL TRANSPORT",1
"SLING,CARGO,NET",2
"SLING,ENGINE AND TRANSMISSION,MOTOR VEHICLE",2
"SLING,EYE",4
"SLING,GUN TUBE",4
"SLING,LIFTING,ROTOR",1
"SLING,MULTIPLE LEG",4
"SLING,RESCUE EQUIPMENT",20
"SLING,RESCUE,HELICOPTER",2
"SLING,SHOULDER,ARM AND WRIST",2
"SLING,SMALL ARMS",2882
"SLING,SURVIVORS,RES",2
"SLING,UNIVERSAL,INDIVIDUAL LOAD CARRYING",3
"SLING,WEAPON,M249 M",8
"SLIPPERS,CONVALESCENT PATIENTS'",320
SMALL ARMS AMMO CAN,96
"SMALL ARMS SHOP,SHELTER LOADED",3
SMALL CALIBER DEARMER ADAPTER KIT,1
Small Craft,7
SMALL CRAFT BOAT,58
"SMALL-ARMS,FLASH-NOISE GUNFIRE SIMULATOR",16
SMARTCARD READER,6
SMOKER'S ARTICLES AND MATCHES,2
SNAP HOOK,1148
"SNAP LINK,CARGO",311
"SNAP LINK,MOUNTAIN PITON",19
"SNATCH BLOCK,CRANE",2
SNOW BLOWER,20
SNOW PLOW BLADE,8
"SNOW REMOVAL UNIT,SELF-PROPELLED",3
"SNOW REMOVAL UNIT,WALKING,POWER DRIVEN",3
"SNOWBLOWER,TRACTOR MOUNTED",1
"SNOWMOBILE,L",6
SNOWPLOW PKG,3
"SNOWPLOW,TRUCK MOUNTED",7
"SNOWPLOW,TRUCK MOUNTING",1
"SNOWSHOE,ASSAULT,MILITARY",17
SNOWSHOES,248
"SOAP,ANTIBACTERIAL",8
"SOAP,TOILET",6
"SOCK,PAINT SPRAYER",100
"SOCK,SPILL CONTAINMENT,HAZARDOUS MATERIAL",51
SOCKET,17
"SOCKET SET,SOCKET WRENCH",105
"SOCKET SET,WRENCH,F",2
"SOCKET,SOCKET WRENCH",755
"SOCKET,WRENCH,FACE SPANNER",8
SOCKS,1349
"SOCKS,ANTI-EXPOSURE",1
"SOCKS,EXTREME COLD WEATHER",30
"SOCKS,EXTREME COLD WEATHER,THORLO",130
"SOCKS,FLYERS ANTI-EXPOSURE",1
"SOCKS,HEAVYWEIGHT,ALL WEATHER",100
"SOCKS,MEN'S",2225
"SOCKS,THERMAL AND IMMERSION PROTECTIVE",25
SOFA,53
SOFTBALL,28
SOFTWARE KIT,7
SOIL PREPARATION EQUIPMENT,9
SOLAR CELL PANEL ASSEMBLY,18
SOLAR ELECTRIC POWER SYSTEMS,72
"SOLAR PANEL,ASSEMBL",6
SOLAR PORTABLE ALTERNATIVE COMMUNICATION ENERGY SYSTEM,7
SOLAR SYSTEM TY I,6
SOLAR SYSTEM TY II,92
"SOLDER,LEAD ALLOY",20
"SOLDER,LEAD-TIN ALLOY",51
"SOLDER,TIN ALLOY",15
SOLDERING GUN,1
"SOLDERING IRON,ELECTRIC",2
"SOLDERING PENCIL,ELECTRIC",10
SOLDERING STATION,12
SOLDERING-DESOLDERING STATION,5
"SOLID WASTE RELIEF BAG,DISPOSABLE",11
"SORBENT,HAZARDOUS MATERIAL",80
"SORBENT,OIL",28
SOUND CONTROLLING BLANKET,12
SOUND CONTROLLING BOARD,53
SOUND RECORDING AND REPRODUCING EQUIP,7
SOUND SYSTEM,1
SOUSAPHONE,5
SPACE AND WATER HEATING EQUIPMENT,45
"SPACER,CLUTCH,ACCES",6
"SPACER,CONE SET",4
SPARE PARTS KIT,10
"SPARES KIT,RADIO",60
"SPATULA,LABORATORY",51
SPAX,540
"SPEAKER, COMMUNICATIONS EQUIPMENT",46
"SPEAKER, COMPUTER",130
"SPEAKER,EXTERNAL",2
"SPEAKERS, COMMUNICATIONS, PAIR",3
"SPEAKERS, COMPUTER, SET",200
SPECIAL PATROL INSERTION/EXTRACTION KIT,5
SPECIAL PURPOSE VEHICLE,7
SPECIAL TOOL KIT,1
"SPECIAL TOOL KIT,ORGANIZATIONAL",1
SPECIALIZED SHIPPING AND STORAGE CONTAIN,311
Specialized Shipping and Storage Containers,38
SPECTACLE KIT,30
"SPECTACLE KIT,EYE SAFTEY SYSTEM ESS",99
"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",2152
"SPECTACLE,COMBO PACK,UVEX",858
"SPECTACLE,COMBO PACK,UVEX GENESIS",37
"SPECTACLE,LASER",31
"SPECTACLE,SUNGLASSES",38
"SPECTACLES KIT,BALLISTIC AND LASER PROTECTIVE",1668
"SPECTACLES SET,BALLISTIC AND LASER PROTECTIVE",1243
"SPECTACLES SET,BALLISTIC PROTECTIVE",4421
"SPECTACLES,BALLISTIC AND LASER PROTECTIVE",5762
"SPECTACLES,BALLISTIC PROTECTIVE",28
"SPECTACLES,INDUSTRIAL",6006
"SPECTACLES,PROTECTIVE,DENTAL,PROVIDER AND PATIENT",4
"SPECTACLES,PROTECTIVE,EXAMINATION AND TREATMENT",172
"SPECTACLES,SPECIAL",27
"SPECTROSCOPY,NUCLEAR SYSTEM",2
SPECTRUM CASE,1
"SPECULUM,OTOSCOPE",17
SPHYGMOMANOMETER,193
SPIKE STRIP,17
"SPIKE STRIP,TIRE DEFLATION",2
"SPIKE STRIP,TIRE DEFLATION DEVICE",156
"SPIKE, COMMERCIAL",14
"SPILL CLEAN-UP KIT,HAZARDOUS MATERIAL",82
"SPILL CONTAINMENT KIT,HAZARDOUS MATERIAL",45
"SPILL CONTAINMENT UNIT,HAZARDOUS MATERIAL",90
SPIN BIKE,3
"SPINAL KIT,IMMOBILIZATION,FIELD",24
SPINEBOARD,295
SPIROMATIC TEST UNIT,5
"SPLICE,CONDUCTOR",383
"SPLINT ASSEMBLY,FULL BODY,RESCUE AND TRANSPORT",5
"SPLINT KIT,EXTREMITY,IMMOBILIZATION",6
"SPLINT,ARM",216
"SPLINT,FINGER",69
"SPLINT,HAND",347
"SPLINT,LEG",304
"SPLINT,TRACTION-EXTRICATION",37
"SPLINT,UNIVERSAL",761
"SPLINT,UTILITY/",16
"SPLINT,WRAP AROUND",5
"SPLINT,WRIST AND FOREARM",2
"SPLINTING MATERIAL,ORTHOPEDIC",37
SPONGE,53
"SPONGE,LAPAROTOMY",815
"SPONGE,SURGICAL",1968
"SPOOL,TAPE HOLDER",3
"SPOON,DESSERT",50
"SPOON,FIELD MESS",1543
"SPOON,PICNIC",1
SPOT LIGHT ASSY,5
"SPOT LIGHT,AID",4
"SPOT LIGHT,SPEC",3
SPOTLIGHT,247
"SPOTTING INSTRUMENT,OPTICAL",42
SPOTTING SCOPE,12
"SPOUT,CAN,FLEXIBLE",94
"SPRAY GUN,PAINT",3
"SPRAY NOZZLE,FUEL",6
"SPRAY OUTFIT,PAINT",6
"SPRAYER AND DUSTER,PESTICIDE,MANUALLY CARRIED",5
"SPRAYER,HYDRO-MULCHER",1
"SPRAYER,PAINT,AIRLE",2
"SPRAYER,PESTICIDE,FRAME MOUNTED",2
"SPRAYER,PESTICIDE,MANUALLY CARRIED",8
"SPRAYING UNIT,CLEANING-DEICING-DECONTAMINATING FLUID,TRUCK MOUNTED",5
"SPREADER,LOOSE MATERIAL",1
SPRING,66
"SPRING ASSEMBLY,EXTRACTOR,SMALL ARMS",244
"SPRING ASSEMBLY,LEAF",6
SPRING MAGAZINE,7
"SPRING,ASSEMBLY,EXTRACTOR",894
"SPRING,FLAT",22
"SPRING,HAMMER",476
